"0","Classic Pancakes","""[""""1 1/2 c. all-purpose flour"""""," """"3 1/2 tsp. baking powder"""""," """"1 tsp. salt"," """"1 Tbsp. white sugar"," """"1 1/4 c. milk"""""
"320","Loaded Sourdough Toast with Honey (50)","[""2 slices sourdough"", ""2 Tbsp. honey"", ""1/4 c. cinnamon""]","[""Toast bread slices."", ""Spread honey generously on toast."", ""Top with cinnamon.""]","www.example-breakfast.com/recipe/320","Generated","[""sourdough"", ""honey"", ""cinnamon""]"
"321","Scrambled Egg Wrap with Feta (87)","[""1 large flour tortilla"", ""2 eggs"", ""1/4 c. shredded feta"", ""1/4 c. Scrambled eggs""]","[""Warm tortilla. Scramble eggs. Layer eggs, cheese, and vegetables (if using) on tortilla."", ""Fold and enjoy.""]","www.example-breakfast.com/recipe/321","Generated","[""flour tortilla"", ""eggs"", ""feta""]"
"322","Fried Eggs with Sausage (77)","[""3 large eggs"", ""1 Tbsp. milk"", ""1/4 c. sausage"", ""1/2 Tbsp. butter"", ""salt and pepper to taste""]","[""Whisk eggs and milk. Melt butter in a skillet."", ""Cook eggs to Fried style, adding sausage towards the end of cooking. Season and serve.""]","www.example-breakfast.com/recipe/322","Generated","[""eggs"", ""milk"", ""sausage"", ""butter"", ""salt"", ""pepper""]"
"323","Scrambled Egg Wrap with Swiss (18)","[""1 large flour tortilla"", ""2 eggs"", ""1/4 c. shredded Swiss"", ""1/4 c. Scrambled eggs"", ""2 Tbsp. diced tomatoes""]","[""Warm tortilla. Scramble eggs. Layer eggs, cheese, and vegetables (if using) on tortilla."", ""Fold and enjoy.""]","www.example-breakfast.com/recipe/323","Generated","[""flour tortilla"", ""eggs"", ""Swiss"", ""tomatoes""]"
"324","Quick Banana and Chia Seeds Oatmeal (86)","[""1/2 c. rolled oats"", ""1 c. water"", ""1/4 c. banana"", ""1 Tbsp. chia seeds"", ""1 Tbsp. brown sugar""]","[""Combine oats and water in a microwave-safe bowl. Microwave for 1-2 minutes until cooked."", ""Stir in banana, chia seeds, and brown sugar. Serve warm.""]","www.example-breakfast.com/recipe/324","Generated","[""rolled oats"", ""water"", ""banana"", ""chia seeds"", ""brown sugar""]"
"325","Quick Apple and Walnuts Oatmeal (22)","[""1/2 c. rolled oats"", ""1 c. water"", ""1/4 c. apple"", ""1 Tbsp. walnuts"", ""1 Tbsp. honey""]","[""Combine oats and water in a microwave-safe bowl. Microwave for 1-2 minutes until cooked."", ""Stir in apple, walnuts, and honey. Serve warm.""]","www.example-breakfast.com/recipe/325","Generated","[""rolled oats"", ""water"", ""apple"", ""walnuts"", ""honey""]"
"326","Fried Eggs with Spinach (53)","[""3 large eggs"", ""1 Tbsp. milk"", ""1/4 c. spinach"", ""1/2 Tbsp. butter"", ""salt and pepper to taste""]","[""Whisk eggs and milk. Melt butter in a skillet."", ""Cook eggs to Fried style, adding spinach towards the end of cooking. Season and serve.""]","www.example-breakfast.com/recipe/326","Generated","[""eggs"", ""milk"", ""spinach"", ""butter"", ""salt"", ""pepper""]"
"327","Boiled Eggs with Ham","[""3 large eggs"", ""1 Tbsp. milk"", ""1/4 c. ham"", ""1/2 Tbsp. butter"", ""salt and pepper to taste""]","[""Whisk eggs and milk. Melt butter in a skillet."", ""Cook eggs to Boiled style, adding ham towards the end of cooking. Season and serve.""]","www.example-breakfast.com/recipe/327","Generated","[""eggs"", ""milk"", ""ham"", ""butter"", ""salt"", ""pepper""]"
"328","Salty Sausage Patties (62)","[""1/2 lb. sausage patties""]","[""Cook sausage patties in a skillet over medium heat until desired crispness."", ""Drain excess fat and serve.""]","www.example-breakfast.com/recipe/328","Generated","[""sausage patties""]"
"329","Mango Strawberry Smoothie (15)","[""1/2 c. frozen mango"", ""1/2 c. frozen strawberry"", ""1 c. coconut water"", ""1 Tbsp. flax seeds""]","[""Combine all ingredients in a blender."", ""Blend until smooth. Serve immediately.""]","www.example-breakfast.com/recipe/329","Generated","[""mango"", ""strawberry"", ""coconut water"", ""flax seeds""]"
"330","Salty Turkey Sausage (53)","[""1/2 lb. turkey sausage""]","[""Cook turkey sausage in a skillet over medium heat until desired crispness."", ""Drain excess fat and serve.""]","www.example-breakfast.com/recipe/330","Generated","[""turkey sausage""]"
"331","Fried Eggs with Mushrooms","[""3 large eggs"", ""1 Tbsp. milk"", ""1/4 c. mushrooms"", ""1/2 Tbsp. butter"", ""salt and pepper to taste""]","[""Whisk eggs and milk. Melt butter in a skillet."", ""Cook eggs to Fried style, adding mushrooms towards the end of cooking. Season and serve.""]","www.example-breakfast.com/recipe/331","Generated","[""eggs"", ""milk"", ""mushrooms"", ""butter"", ""salt"", ""pepper""]"
"332","Boiled Egg Wrap with Cheddar (33)","[""1 large flour tortilla"", ""2 eggs"", ""1/4 c. shredded cheddar"", ""1/4 c. Boiled eggs"", ""2 Tbsp. diced spinach""]","[""Warm tortilla. Scramble eggs. Layer eggs, cheese, and vegetables (if using) on tortilla."", ""Fold and enjoy.""]","www.example-breakfast.com/recipe/332","Generated","[""flour tortilla"", ""eggs"", ""cheddar"", ""spinach""]"
"333","Mango Strawberry Smoothie (36)","[""1/2 c. frozen mango"", ""1/2 c. frozen strawberry"", ""1 c. yogurt"", ""1 Tbsp. chia seeds""]","[""Combine all ingredients in a blender."", ""Blend until smooth. Serve immediately.""]","www.example-breakfast.com/recipe/333","Generated","[""mango"", ""strawberry"", ""yogurt"", ""chia seeds""]"
"334","Mango Blueberry Smoothie (73)","[""1/2 c. frozen mango"", ""1/2 c. frozen blueberry"", ""1 c. coconut water"", ""1 Tbsp. protein powder""]","[""Combine all ingredients in a blender."", ""Blend until smooth. Serve immediately.""]","www.example-breakfast.com/recipe/334","Generated","[""mango"", ""blueberry"", ""coconut water"", ""protein powder""]"
"335","Quick Banana and Pecans Oatmeal (44)","[""1/2 c. rolled oats"", ""1 c. water"", ""1/4 c. banana"", ""1 Tbsp. pecans"", ""1 Tbsp. brown sugar""]","[""Combine oats and water in a microwave-safe bowl. Microwave for 1-2 minutes until cooked."", ""Stir in banana, pecans, and brown sugar. Serve warm.""]","www.example-breakfast.com/recipe/335","Generated","[""rolled oats"", ""water"", ""banana"", ""pecans"", ""brown sugar""]"
"336","Banana Slices Waffles (96)","[""1 1/2 c. all-purpose flour"", ""1 egg"", ""1 c. milk"", ""2 tsp. baking powder"", ""1/2 c. banana slices""]","[""Mix dry ingredients, then add wet ingredients and stir until just combined."", ""Gently fold in banana slices."", ""Cook on a griddle/waffle iron until golden brown.""]","www.example-breakfast.com/recipe/336","Generated","[""flour"", ""egg"", ""milk"", ""baking powder"", ""banana slices""]"
"337","Poached Egg Wrap with Cheddar (16)","[""1 large flour tortilla"", ""2 eggs"", ""1/4 c. shredded cheddar"", ""1/4 c. Poached eggs"", ""2 Tbsp. diced bell peppers""]","[""Warm tortilla. Scramble eggs. Layer eggs, cheese, and vegetables (if using) on tortilla."", ""Fold and enjoy.""]","www.example-breakfast.com/recipe/337","Generated","[""flour tortilla"", ""eggs"", ""cheddar"", ""bell peppers""]"
"338","Blueberries Waffles (43)","[""1 1/2 c. all-purpose flour"", ""1 egg"", ""1 c. milk"", ""2 tsp. baking powder"", ""1/2 c. blueberries""]","[""Mix dry ingredients, then add wet ingredients and stir until just combined."", ""Gently fold in blueberries."", ""Cook on a griddle/waffle iron until golden brown.""]","www.example-breakfast.com/recipe/338","Generated","[""flour"", ""egg"", ""milk"", ""baking powder"", ""blueberries""]"
"339","Salty Sausage Patties (26)","[""1/2 lb. sausage patties""]","[""Cook sausage patties in a skillet over medium heat until desired crispness."", ""Drain excess fat and serve.""]","www.example-breakfast.com/recipe/339","Generated","[""sausage patties""]"
"340","Loaded Sourdough Toast with Almond Butter (51)","[""2 slices sourdough"", ""2 Tbsp. almond butter"", ""1/4 c. honey drizzle""]","[""Toast bread slices."", ""Spread almond butter generously on toast."", ""Top with honey drizzle.""]","www.example-breakfast.com/recipe/340","Generated","[""sourdough"", ""almond_butter"", ""honey_drizzle""]"
"341","Fried Eggs with Spinach (42)","[""3 large eggs"", ""1 Tbsp. milk"", ""1/4 c. spinach"", ""1/2 Tbsp. butter"", ""salt and pepper to taste""]","[""Whisk eggs and milk. Melt butter in a skillet."", ""Cook eggs to Fried style, adding spinach towards the end of cooking. Season and serve.""]","www.example-breakfast.com/recipe/341","Generated","[""eggs"", ""milk"", ""spinach"", ""butter"", ""salt"", ""pepper""]"
"342","Spinach (For Green Smoothie) Pineapple Smoothie (50)","[""1/2 c. frozen spinach (for green smoothie)"", ""1/2 c. frozen pineapple"", ""1 c. oat milk"", ""1 Tbsp. protein powder""]","[""Combine all ingredients in a blender."", ""Blend until smooth. Serve immediately.""]","www.example-breakfast.com/recipe/342","Generated","[""spinach (for green smoothie)"", ""pineapple"", ""oat milk"", ""protein powder""]"
"343","Blueberry Strawberry Smoothie (31)","[""1/2 c. frozen blueberry"", ""1/2 c. frozen strawberry"", ""1 c. yogurt""]","[""Combine all ingredients in a blender."", ""Blend until smooth. Serve immediately.""]","www.example-breakfast.com/recipe/343","Generated","[""blueberry"", ""strawberry"", ""yogurt""]"
"344","Quick Banana and Almonds Oatmeal (98)","[""1/2 c. rolled oats"", ""1 c. water"", ""1/4 c. banana"", ""1 Tbsp. almonds"", ""1 Tbsp. honey""]","[""Combine oats and water in a microwave-safe bowl. Microwave for 1-2 minutes until cooked."", ""Stir in banana, almonds, and honey. Serve warm.""]","www.example-breakfast.com/recipe/344","Generated","[""rolled oats"", ""water"", ""banana"", ""almonds"", ""honey""]"
"345","Fried Egg Wrap with Feta (39)","[""1 large flour tortilla"", ""2 eggs"", ""1/4 c. shredded feta"", ""1/4 c. Fried eggs""]","[""Warm tortilla. Scramble eggs. Layer eggs, cheese, and vegetables (if using) on tortilla."", ""Fold and enjoy.""]","www.example-breakfast.com/recipe/345","Generated","[""flour tortilla"", ""eggs"", ""feta""]"
"346","Pecans Waffles (7)","[""1 1/2 c. all-purpose flour"", ""1 egg"", ""1 c. milk"", ""2 tsp. baking powder"", ""1/2 c. pecans""]","[""Mix dry ingredients, then add wet ingredients and stir until just combined."", ""Gently fold in pecans."", ""Cook on a griddle/waffle iron until golden brown.""]","www.example-breakfast.com/recipe/346","Generated","[""flour"", ""egg"", ""milk"", ""baking powder"", ""pecans""]"
"347","Quick Banana and Chia Seeds Oatmeal (14)","[""1/2 c. rolled oats"", ""1 c. water"", ""1/4 c. banana"", ""1 Tbsp. chia seeds"", ""1 Tbsp. maple syrup""]","[""Combine oats and water in a microwave-safe bowl. Microwave for 1-2 minutes until cooked."", ""Stir in banana, chia seeds, and maple syrup. Serve warm.""]","www.example-breakfast.com/recipe/347","Generated","[""rolled oats"", ""water"", ""banana"", ""chia seeds"", ""maple syrup""]"
"348","Blueberry Pineapple Smoothie (32)","[""1/2 c. frozen blueberry"", ""1/2 c. frozen pineapple"", ""1 c. coconut water"", ""1 Tbsp. protein powder""]","[""Combine all ingredients in a blender."", ""Blend until smooth. Serve immediately.""]","www.example-breakfast.com/recipe/348","Generated","[""blueberry"", ""pineapple"", ""coconut water"", ""protein powder""]"
"349","Pecans Waffles (49)","[""1 1/2 c. all-purpose flour"", ""1 egg"", ""1 c. milk"", ""2 tsp. baking powder"", ""1/2 c. pecans""]","[""Mix dry ingredients, then add wet ingredients and stir until just combined."", ""Gently fold in pecans."", ""Cook on a griddle/waffle iron until golden brown.""]","www.example-breakfast.com/recipe/349","Generated","[""flour"", ""egg"", ""milk"", ""baking powder"", ""pecans""]"
"350","Quick Apple and Walnuts Oatmeal (86)","[""1/2 c. rolled oats"", ""1 c. water"", ""1/4 c. apple"", ""1 Tbsp. walnuts"", ""1 Tbsp. honey""]","[""Combine oats and water in a microwave-safe bowl. Microwave for 1-2 minutes until cooked."", ""Stir in apple, walnuts, and honey. Serve warm.""]","www.example-breakfast.com/recipe/350","Generated","[""rolled oats"", ""water"", ""apple"", ""walnuts"", ""honey""]"
"351","Boiled Eggs with Spinach (4)","[""3 large eggs"", ""1 Tbsp. milk"", ""1/4 c. spinach"", ""1/2 Tbsp. butter"", ""salt and pepper to taste""]","[""Whisk eggs and milk. Melt butter in a skillet."", ""Cook eggs to Boiled style, adding spinach towards the end of cooking. Season and serve.""]","www.example-breakfast.com/recipe/351","Generated","[""eggs"", ""milk"", ""spinach"", ""butter"", ""salt"", ""pepper""]"
"352","Chocolate Chips Pancakes (76)","[""1 1/2 c. all-purpose flour"", ""1 egg"", ""1 c. milk"", ""2 tsp. baking powder"", ""1/2 c. chocolate chips""]","[""Mix dry ingredients, then add wet ingredients and stir until just combined."", ""Gently fold in chocolate chips."", ""Cook on a griddle/waffle iron until golden brown.""]","www.example-breakfast.com/recipe/352","Generated","[""flour"", ""egg"", ""milk"", ""baking powder"", ""chocolate chips""]"
"353","Scrambled Eggs with Onions (60)","[""3 large eggs"", ""1 Tbsp. milk"", ""1/4 c. onions"", ""1/2 Tbsp. butter"", ""salt and pepper to taste""]","[""Whisk eggs and milk. Melt butter in a skillet."", ""Cook eggs to Scrambled style, adding onions towards the end of cooking. Season and serve.""]","www.example-breakfast.com/recipe/353","Generated","[""eggs"", ""milk"", ""onions"", ""butter"", ""salt"", ""pepper""]"
"354","Salty Sausage Patties (8)","[""1/2 lb. sausage patties""]","[""Cook sausage patties in a skillet over medium heat until desired crispness."", ""Drain excess fat and serve.""]","www.example-breakfast.com/recipe/354","Generated","[""sausage patties""]"
"355","Fried Eggs with Mushrooms (31)","[""3 large eggs"", ""1 Tbsp. milk"", ""1/4 c. mushrooms"", ""1/2 Tbsp. butter"", ""salt and pepper to taste""]","[""Whisk eggs and milk. Melt butter in a skillet."", ""Cook eggs to Fried style, adding mushrooms towards the end of cooking. Season and serve.""]","www.example-breakfast.com/recipe/355","Generated","[""eggs"", ""milk"", ""mushrooms"", ""butter"", ""salt"", ""pepper""]"
"356","Blueberries Waffles (38)","[""1 1/2 c. all-purpose flour"", ""1 egg"", ""1 c. milk"", ""2 tsp. baking powder"", ""1/2 c. blueberries""]","[""Mix dry ingredients, then add wet ingredients and stir until just combined."", ""Gently fold in blueberries."", ""Cook on a griddle/waffle iron until golden brown.""]","www.example-breakfast.com/recipe/356","Generated","[""flour"", ""egg"", ""milk"", ""baking powder"", ""blueberries""]"
"357","Chocolate Chips Pancakes (68)","[""1 1/2 c. all-purpose flour"", ""1 egg"", ""1 c. milk"", ""2 tsp. baking powder"", ""1/2 c. chocolate chips""]","[""Mix dry ingredients, then add wet ingredients and stir until just combined."", ""Gently fold in chocolate chips."", ""Cook on a griddle/waffle iron until golden brown.""]","www.example-breakfast.com/recipe/357","Generated","[""flour"", ""egg"", ""milk"", ""baking powder"", ""chocolate chips""]"
"358","Loaded Rye Toast with Jam (17)","[""2 slices rye"", ""2 Tbsp. jam"", ""1/4 c. honey drizzle""]","[""Toast bread slices."", ""Spread jam generously on toast."", ""Top with honey drizzle.""]","www.example-breakfast.com/recipe/358","Generated","[""rye"", ""jam"", ""honey_drizzle""]"
"359","Boiled Eggs with Mushrooms (54)","[""3 large eggs"", ""1 Tbsp. milk"", ""1/4 c. mushrooms"", ""1/2 Tbsp. butter"", ""salt and pepper to taste""]","[""Whisk eggs and milk. Melt butter in a skillet."", ""Cook eggs to Boiled style, adding mushrooms towards the end of cooking. Season and serve.""]","www.example-breakfast.com/recipe/359","Generated","[""eggs"", ""milk"", ""mushrooms"", ""butter"", ""salt"", ""pepper""]"
"360","Fried Egg Wrap with Mozzarella (85)","[""1 large flour tortilla"", ""2 eggs"", ""1/4 c. shredded mozzarella"", ""1/4 c. Fried eggs"", ""2 Tbsp. diced bell peppers""]","[""Warm tortilla. Scramble eggs. Layer eggs, cheese, and vegetables (if using) on tortilla."", ""Fold and enjoy.""]","www.example-breakfast.com/recipe/360","Generated","[""flour tortilla"", ""eggs"", ""mozzarella"", ""bell peppers""]"
"361","Salty Turkey Sausage (58)","[""1/2 lb. turkey sausage""]","[""Cook turkey sausage in a skillet over medium heat until desired crispness."", ""Drain excess fat and serve.""]","www.example-breakfast.com/recipe/361","Generated","[""turkey sausage""]"
"362","Salty Canadian Bacon (4)","[""1/2 lb. Canadian bacon""]","[""Cook Canadian bacon in a skillet over medium heat until desired crispness."", ""Drain excess fat and serve.""]","www.example-breakfast.com/recipe/362","Generated","[""Canadian bacon""]"
"363","Boiled Eggs with Bell Peppers","[""3 large eggs"", ""1 Tbsp. milk"", ""1/4 c. bell peppers"", ""1/2 Tbsp. butter"", ""salt and pepper to taste""]","[""Whisk eggs and milk. Melt butter in a skillet."", ""Cook eggs to Boiled style, adding bell peppers towards the end of cooking. Season and serve.""]","www.example-breakfast.com/recipe/363","Generated","[""eggs"", ""milk"", ""bell peppers"", ""butter"", ""salt"", ""pepper""]"
"364","Salty Turkey Sausage (99)","[""1/2 lb. turkey sausage""]","[""Cook turkey sausage in a skillet over medium heat until desired crispness."", ""Drain excess fat and serve.""]","www.example-breakfast.com/recipe/364","Generated","[""turkey sausage""]"
"365","Boiled Egg Wrap with Swiss (84)","[""1 large flour tortilla"", ""2 eggs"", ""1/4 c. shredded Swiss"", ""1/4 c. Boiled eggs""]","[""Warm tortilla. Scramble eggs. Layer eggs, cheese, and vegetables (if using) on tortilla."", ""Fold and enjoy.""]","www.example-breakfast.com/recipe/365","Generated","[""flour tortilla"", ""eggs"", ""Swiss""]"
"366","Strawberry Pineapple Smoothie (46)","[""1/2 c. frozen strawberry"", ""1/2 c. frozen pineapple"", ""1 c. yogurt""]","[""Combine all ingredients in a blender."", ""Blend until smooth. Serve immediately.""]","www.example-breakfast.com/recipe/366","Generated","[""strawberry"", ""pineapple"", ""yogurt""]"
"367","Quick Apple and Pecans Oatmeal (56)","[""1/2 c. rolled oats"", ""1 c. water"", ""1/4 c. apple"", ""1 Tbsp. pecans"", ""1 Tbsp. honey""]","[""Combine oats and water in a microwave-safe bowl. Microwave for 1-2 minutes until cooked."", ""Stir in apple, pecans, and honey. Serve warm.""]","www.example-breakfast.com/recipe/367","Generated","[""rolled oats"", ""water"", ""apple"", ""pecans"", ""honey""]"
"368","Quick Strawberries and Almonds Oatmeal (7)","[""1/2 c. rolled oats"", ""1 c. water"", ""1/4 c. strawberries"", ""1 Tbsp. almonds"", ""1 Tbsp. honey""]","[""Combine oats and water in a microwave-safe bowl. Microwave for 1-2 minutes until cooked."", ""Stir in strawberries, almonds, and honey. Serve warm.""]","www.example-breakfast.com/recipe/368","Generated","[""rolled oats"", ""water"", ""strawberries"", ""almonds"", ""honey""]"
"369","Loaded White Bread Toast with Honey (45)","[""2 slices white bread"", ""2 Tbsp. honey"", ""1/4 c. honey drizzle""]","[""Toast bread slices."", ""Spread honey generously on toast."", ""Top with honey drizzle.""]","www.example-breakfast.com/recipe/369","Generated","[""white_bread"", ""honey"", ""honey_drizzle""]"
"370","Fried Egg Wrap with Swiss (57)","[""1 large flour tortilla"", ""2 eggs"", ""1/4 c. shredded Swiss"", ""1/4 c. Fried eggs"", ""2 Tbsp. diced onions""]","[""Warm tortilla. Scramble eggs. Layer eggs, cheese, and vegetables (if using) on tortilla."", ""Fold and enjoy.""]","www.example-breakfast.com/recipe/370","Generated","[""flour tortilla"", ""eggs"", ""Swiss"", ""onions""]"
"371","Pineapple Mango Smoothie (57)","[""1/2 c. frozen pineapple"", ""1/2 c. frozen mango"", ""1 c. coconut water"", ""1 Tbsp. chia seeds""]","[""Combine all ingredients in a blender."", ""Blend until smooth. Serve immediately.""]","www.example-breakfast.com/recipe/371","Generated","[""pineapple"", ""mango"", ""coconut water"", ""chia seeds""]"
"372","Boiled Egg Wrap with Mozzarella (73)","[""1 large flour tortilla"", ""2 eggs"", ""1/4 c. shredded mozzarella"", ""1/4 c. Boiled eggs""]","[""Warm tortilla. Scramble eggs. Layer eggs, cheese, and vegetables (if using) on tortilla."", ""Fold and enjoy.""]","www.example-breakfast.com/recipe/372","Generated","[""flour tortilla"", ""eggs"", ""mozzarella""]"
"373","Salty Turkey Sausage (97)","[""1/2 lb. turkey sausage""]","[""Cook turkey sausage in a skillet over medium heat until desired crispness."", ""Drain excess fat and serve.""]","www.example-breakfast.com/recipe/373","Generated","[""turkey sausage""]"
"374","Poached Eggs with Sausage (37)","[""3 large eggs"", ""1 Tbsp. white vinegar"", ""1/4 c. sausage"", ""1/2 Tbsp. butter"", ""salt and pepper to taste""]","[""Bring a pot of water to a simmer. Add vinegar. Gently crack eggs into water and poach for 3-4 minutes."", ""Remove with a slotted spoon. Season and serve.""]","www.example-breakfast.com/recipe/374","Generated","[""eggs"", ""white vinegar"", ""sausage"", ""butter"", ""salt"", ""pepper""]"
"375","Mango Pineapple Smoothie (27)","[""1/2 c. frozen mango"", ""1/2 c. frozen pineapple"", ""1 c. oat milk"", ""1 Tbsp. flax seeds""]","[""Combine all ingredients in a blender."", ""Blend until smooth. Serve immediately.""]","www.example-breakfast.com/recipe/375","Generated","[""mango"", ""pineapple"", ""oat milk"", ""flax seeds""]"
"376","Boiled Eggs with Ham (28)","[""3 large eggs"", ""1 Tbsp. milk"", ""1/4 c. ham"", ""1/2 Tbsp. butter"", ""salt and pepper to taste""]","[""Whisk eggs and milk. Melt butter in a skillet."", ""Cook eggs to Boiled style, adding ham towards the end of cooking. Season and serve.""]","www.example-breakfast.com/recipe/376","Generated","[""eggs"", ""milk"", ""ham"", ""butter"", ""salt"", ""pepper""]"
"377","Fried Egg Wrap with Cheddar (72)","[""1 large flour tortilla"", ""2 eggs"", ""1/4 c. shredded cheddar"", ""1/4 c. Fried eggs""]","[""Warm tortilla. Scramble eggs. Layer eggs, cheese, and vegetables (if using) on tortilla."", ""Fold and enjoy.""]","www.example-breakfast.com/recipe/377","Generated","[""flour tortilla"", ""eggs"", ""cheddar""]"
"378","Fried Eggs with Spinach (89)","[""3 large eggs"", ""1 Tbsp. milk"", ""1/4 c. spinach"", ""1/2 Tbsp. butter"", ""salt and pepper to taste""]","[""Whisk eggs and milk. Melt butter in a skillet."", ""Cook eggs to Fried style, adding spinach towards the end of cooking. Season and serve.""]","www.example-breakfast.com/recipe/378","Generated","[""eggs"", ""milk"", ""spinach"", ""butter"", ""salt"", ""pepper""]"
"379","Salty Canadian Bacon (88)","[""1/2 lb. Canadian bacon""]","[""Cook Canadian bacon in a skillet over medium heat until desired crispness."", ""Drain excess fat and serve.""]","www.example-breakfast.com/recipe/379","Generated","[""Canadian bacon""]"
"380","Poached Eggs with Mushrooms (84)","[""3 large eggs"", ""1 Tbsp. white vinegar"", ""1/4 c. mushrooms"", ""1/2 Tbsp. butter"", ""salt and pepper to taste""]","[""Bring a pot of water to a simmer. Add vinegar. Gently crack eggs into water and poach for 3-4 minutes."", ""Remove with a slotted spoon. Season and serve.""]","www.example-breakfast.com/recipe/380","Generated","[""eggs"", ""white vinegar"", ""mushrooms"", ""butter"", ""salt"", ""pepper""]"
"381","Salty Canadian Bacon (77)","[""1/2 lb. Canadian bacon""]","[""Cook Canadian bacon in a skillet over medium heat until desired crispness."", ""Drain excess fat and serve.""]","www.example-breakfast.com/recipe/381","Generated","[""Canadian bacon""]"
"382","Fried Egg Wrap with Feta (66)","[""1 large flour tortilla"", ""2 eggs"", ""1/4 c. shredded feta"", ""1/4 c. Fried eggs"", ""2 Tbsp. diced onions""]","[""Warm tortilla. Scramble eggs. Layer eggs, cheese, and vegetables (if using) on tortilla."", ""Fold and enjoy.""]","www.example-breakfast.com/recipe/382","Generated","[""flour tortilla"", ""eggs"", ""feta"", ""onions""]"
"383","Blueberry Strawberry Smoothie (10)","[""1/2 c. frozen blueberry"", ""1/2 c. frozen strawberry"", ""1 c. oat milk""]","[""Combine all ingredients in a blender."", ""Blend until smooth. Serve immediately.""]","www.example-breakfast.com/recipe/383","Generated","[""blueberry"", ""strawberry"", ""oat milk""]"
"384","Mango Pineapple Smoothie (91)","[""1/2 c. frozen mango"", ""1/2 c. frozen pineapple"", ""1 c. coconut water"", ""1 Tbsp. protein powder""]","[""Combine all ingredients in a blender."", ""Blend until smooth. Serve immediately.""]","www.example-breakfast.com/recipe/384","Generated","[""mango"", ""pineapple"", ""coconut water"", ""protein powder""]"
"385","Pineapple Strawberry Smoothie (27)","[""1/2 c. frozen pineapple"", ""1/2 c. frozen strawberry"", ""1 c. oat milk"", ""1 Tbsp. flax seeds""]","[""Combine all ingredients in a blender."", ""Blend until smooth. Serve immediately.""]","www.example-breakfast.com/recipe/385","Generated","[""pineapple"", ""strawberry"", ""oat milk"", ""flax seeds""]"
"386","Blueberries Waffles (32)","[""1 1/2 c. all-purpose flour"", ""1 egg"", ""1 c. milk"", ""2 tsp. baking powder"", ""1/2 c. blueberries""]","[""Mix dry ingredients, then add wet ingredients and stir until just combined."", ""Gently fold in blueberries."", ""Cook on a griddle/waffle iron until golden brown.""]","www.example-breakfast.com/recipe/386","Generated","[""flour"", ""egg"", ""milk"", ""baking powder"", ""blueberries""]"
"387","Mango Pineapple Smoothie (76)","[""1/2 c. frozen mango"", ""1/2 c. frozen pineapple"", ""1 c. oat milk"", ""1 Tbsp. chia seeds""]","[""Combine all ingredients in a blender."", ""Blend until smooth. Serve immediately.""]","www.example-breakfast.com/recipe/387","Generated","[""mango"", ""pineapple"", ""oat milk"", ""chia seeds""]"
"388","Blueberries Waffles (83)","[""1 1/2 c. all-purpose flour"", ""1 egg"", ""1 c. milk"", ""2 tsp. baking powder"", ""1/2 c. blueberries""]","[""Mix dry ingredients, then add wet ingredients and stir until just combined."", ""Gently fold in blueberries."", ""Cook on a griddle/waffle iron until golden brown.""]","www.example-breakfast.com/recipe/388","Generated","[""flour"", ""egg"", ""milk"", ""baking powder"", ""blueberries""]"
"389","Blueberries Pancakes (22)","[""1 1/2 c. all-purpose flour"", ""1 egg"", ""1 c. milk"", ""2 tsp. baking powder"", ""1/2 c. blueberries""]","[""Mix dry ingredients, then add wet ingredients and stir until just combined."", ""Gently fold in blueberries."", ""Cook on a griddle/waffle iron until golden brown.""]","www.example-breakfast.com/recipe/389","Generated","[""flour"", ""egg"", ""milk"", ""baking powder"", ""blueberries""]"
"390","Scrambled Eggs with Ham (82)","[""3 large eggs"", ""1 Tbsp. milk"", ""1/4 c. ham"", ""1/2 Tbsp. butter"", ""salt and pepper to taste""]","[""Whisk eggs and milk. Melt butter in a skillet."", ""Cook eggs to Scrambled style, adding ham towards the end of cooking. Season and serve.""]","www.example-breakfast.com/recipe/390","Generated","[""eggs"", ""milk"", ""ham"", ""butter"", ""salt"", ""pepper""]"
"391","Poached Eggs with Ham (72)","[""3 large eggs"", ""1 Tbsp. white vinegar"", ""1/4 c. ham"", ""1/2 Tbsp. butter"", ""salt and pepper to taste""]","[""Bring a pot of water to a simmer. Add vinegar. Gently crack eggs into water and poach for 3-4 minutes."", ""Remove with a slotted spoon. Season and serve.""]","www.example-breakfast.com/recipe/391","Generated","[""eggs"", ""white vinegar"", ""ham"", ""butter"", ""salt"", ""pepper""]"
"392","Pecans Waffles (98)","[""1 1/2 c. all-purpose flour"", ""1 egg"", ""1 c. milk"", ""2 tsp. baking powder"", ""1/2 c. pecans""]","[""Mix dry ingredients, then add wet ingredients and stir until just combined."", ""Gently fold in pecans."", ""Cook on a griddle/waffle iron until golden brown.""]","www.example-breakfast.com/recipe/392","Generated","[""flour"", ""egg"", ""milk"", ""baking powder"", ""pecans""]"
"393","Blueberries Waffles (17)","[""1 1/2 c. all-purpose flour"", ""1 egg"", ""1 c. milk"", ""2 tsp. baking powder"", ""1/2 c. blueberries""]","[""Mix dry ingredients, then add wet ingredients and stir until just combined."", ""Gently fold in blueberries."", ""Cook on a griddle/waffle iron until golden brown.""]","www.example-breakfast.com/recipe/393","Generated","[""flour"", ""egg"", ""milk"", ""baking powder"", ""blueberries""]"
